# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: 222
# Creation date: 02/07/2024 22:27:27
# 
# 02/07/2024 22:27:27
# The parameters defined in the project are:
# ,P1 - Convection 2 Film Coefficient [W m^-2 C^-1],P2 - Convection Film Coefficient [W m^-2 C^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2
DP 0,20,3.8
